Vendor Name,Vendor Email,Order Number,Store Name,Delivery Date,Product Name,Product Description,Category,Unit of Measurement,Quantity,Price per Unit,Expiration Date
"Crawford, Oliver and Anderson",dawndaniel@example.net,fd27ece5-0b59-4ef5-8941-76bc7928c433,ABC Foodmart - DUMBO,8/14/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,71,58.42,2/21/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,fd27ece5-0b59-4ef5-8941-76bc7928c433,ABC Foodmart - DUMBO,8/14/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,pieces,81,99.15,3/16/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,fd27ece5-0b59-4ef5-8941-76bc7928c433,ABC Foodmart - DUMBO,8/14/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,75,44.65,9/6/2024
"Crawford, Oliver and Anderson",dawndaniel@example.net,fd27ece5-0b59-4ef5-8941-76bc7928c433,ABC Foodmart - DUMBO,8/14/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,kg,31,97.19,6/21/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,7afc3f6f-9252-407c-85ba-98f4d00aa1a2,ABC Foodmart - DUMBO,2/17/2025,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,pieces,58,52.57,10/31/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,7afc3f6f-9252-407c-85ba-98f4d00aa1a2,ABC Foodmart - DUMBO,2/17/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,ml,86,52.07,5/22/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,7afc3f6f-9252-407c-85ba-98f4d00aa1a2,ABC Foodmart - DUMBO,2/17/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,pieces,25,91.95,7/15/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,7afc3f6f-9252-407c-85ba-98f4d00aa1a2,ABC Foodmart - DUMBO,2/17/2025,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,75,27.13,8/24/2025
"Higgins, Marsh and Welch",hendersonmatthew@example.org,7afc3f6f-9252-407c-85ba-98f4d00aa1a2,ABC Foodmart - DUMBO,2/17/2025,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,ml,98,85.08,6/5/2025
Sutton Ltd,clarkeddie@example.net,584022d4-12b5-40e6-a550-cd0236609002,ABC Foodmart - Bay Ridge,5/9/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,1,8.02,11/28/2024
Sutton Ltd,clarkeddie@example.net,584022d4-12b5-40e6-a550-cd0236609002,ABC Foodmart - Bay Ridge,5/9/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,ml,40,11.54,7/12/2024
Sutton Ltd,clarkeddie@example.net,584022d4-12b5-40e6-a550-cd0236609002,ABC Foodmart - Bay Ridge,5/9/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,30,22.96,3/30/2025
Sutton Ltd,clarkeddie@example.net,584022d4-12b5-40e6-a550-cd0236609002,ABC Foodmart - Bay Ridge,5/9/2024,Lobster,"High-quality seafood item, Lobster, sourced responsibly.",seafood,pieces,53,90.39,3/18/2025
Sutton Ltd,clarkeddie@example.net,584022d4-12b5-40e6-a550-cd0236609002,ABC Foodmart - Bay Ridge,5/9/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,pieces,87,22.78,9/30/2024
"Crawford, Oliver and Anderson",dawndaniel@example.net,49a206f1-b452-4a98-8322-f01ce08d9f08,ABC Foodmart - Whitestone,11/10/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,12,67.34,7/24/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,49a206f1-b452-4a98-8322-f01ce08d9f08,ABC Foodmart - Whitestone,11/10/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,kg,86,35.86,4/10/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,49a206f1-b452-4a98-8322-f01ce08d9f08,ABC Foodmart - Whitestone,11/10/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,kg,70,89.94,2/23/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,49a206f1-b452-4a98-8322-f01ce08d9f08,ABC Foodmart - Whitestone,11/10/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,1,31.37,1/2/2025
"Crawford, Oliver and Anderson",dawndaniel@example.net,49a206f1-b452-4a98-8322-f01ce08d9f08,ABC Foodmart - Whitestone,11/10/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,43,98.22,2/4/2025
Franklin-Coleman,christophermolina@example.net,7ac71492-fd51-4104-bc99-3263cfaf2a69,ABC Foodmart - Tribeca,10/11/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,31,85.65,7/3/2025
Franklin-Coleman,christophermolina@example.net,7ac71492-fd51-4104-bc99-3263cfaf2a69,ABC Foodmart - Tribeca,10/11/2024,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,ml,85,47.87,7/22/2025
Franklin-Coleman,christophermolina@example.net,7ac71492-fd51-4104-bc99-3263cfaf2a69,ABC Foodmart - Tribeca,10/11/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,ml,67,94.01,3/22/2025
Franklin-Coleman,christophermolina@example.net,7ac71492-fd51-4104-bc99-3263cfaf2a69,ABC Foodmart - Tribeca,10/11/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,pieces,14,93.99,1/14/2025
Franklin-Coleman,christophermolina@example.net,7ac71492-fd51-4104-bc99-3263cfaf2a69,ABC Foodmart - Tribeca,10/11/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,ml,89,53.43,3/22/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,2f37cd89-10bc-429d-a28f-0bc4934def6c,ABC Foodmart - Staten Island,3/24/2025,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,pieces,35,20.87,2/4/2026
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,2f37cd89-10bc-429d-a28f-0bc4934def6c,ABC Foodmart - Staten Island,3/24/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,pieces,33,91.13,4/24/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,2f37cd89-10bc-429d-a28f-0bc4934def6c,ABC Foodmart - Staten Island,3/24/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,kg,69,36.56,8/20/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,2f37cd89-10bc-429d-a28f-0bc4934def6c,ABC Foodmart - Staten Island,3/24/2025,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,ml,56,22.46,10/10/2025
"Wong, Mcdonald and Rodriguez",elizabethdavis@example.com,2f37cd89-10bc-429d-a28f-0bc4934def6c,ABC Foodmart - Staten Island,3/24/2025,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,ml,16,10.9,12/8/2025
Neal-Jones,rodney30@example.net,b51c15e6-8272-41ac-ab61-302563913f25,ABC Foodmart - Bay Ridge,12/11/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,49,56.7,9/4/2025
Neal-Jones,rodney30@example.net,b51c15e6-8272-41ac-ab61-302563913f25,ABC Foodmart - Bay Ridge,12/11/2024,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,kg,21,28.25,7/24/2025
Neal-Jones,rodney30@example.net,b51c15e6-8272-41ac-ab61-302563913f25,ABC Foodmart - Bay Ridge,12/11/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,kg,5,35.14,6/11/2025
Neal-Jones,rodney30@example.net,b51c15e6-8272-41ac-ab61-302563913f25,ABC Foodmart - Bay Ridge,12/11/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,pieces,46,90.28,9/9/2025
Neal-Jones,rodney30@example.net,b51c15e6-8272-41ac-ab61-302563913f25,ABC Foodmart - Bay Ridge,12/11/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,33,49.91,11/25/2025
"Jackson, Maxwell and Stone",ffowler@example.net,e74c9da1-ebb1-4f54-8709-fabe84c9ef8b,ABC Foodmart - Staten Island,1/28/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,3,8.72,5/23/2025
"Jackson, Maxwell and Stone",ffowler@example.net,e74c9da1-ebb1-4f54-8709-fabe84c9ef8b,ABC Foodmart - Staten Island,1/28/2025,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,pieces,6,56.43,2/17/2025
"Jackson, Maxwell and Stone",ffowler@example.net,e74c9da1-ebb1-4f54-8709-fabe84c9ef8b,ABC Foodmart - Staten Island,1/28/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,kg,5,0.56,10/2/2025
"Jackson, Maxwell and Stone",ffowler@example.net,e74c9da1-ebb1-4f54-8709-fabe84c9ef8b,ABC Foodmart - Staten Island,1/28/2025,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,ml,92,24.11,3/6/2025
"Jackson, Maxwell and Stone",ffowler@example.net,e74c9da1-ebb1-4f54-8709-fabe84c9ef8b,ABC Foodmart - Staten Island,1/28/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,ml,65,76.1,5/13/2025
"Miller, Washington and Johnson",englishvincent@example.com,5216c5d2-7d2a-4520-a40f-2bb3b4a8f5f6,ABC Foodmart - Tribeca,9/7/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,ml,15,21.51,4/19/2025
"Miller, Washington and Johnson",englishvincent@example.com,5216c5d2-7d2a-4520-a40f-2bb3b4a8f5f6,ABC Foodmart - Tribeca,9/7/2024,Sunflowers,"High-quality floral item, Sunflowers, sourced responsibly.",floral,pieces,2,15.06,11/16/2024
"Miller, Washington and Johnson",englishvincent@example.com,5216c5d2-7d2a-4520-a40f-2bb3b4a8f5f6,ABC Foodmart - Tribeca,9/7/2024,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,ml,99,93.88,2/13/2025
"Miller, Washington and Johnson",englishvincent@example.com,5216c5d2-7d2a-4520-a40f-2bb3b4a8f5f6,ABC Foodmart - Tribeca,9/7/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,kg,22,69.85,4/12/2025
"Miller, Washington and Johnson",englishvincent@example.com,5216c5d2-7d2a-4520-a40f-2bb3b4a8f5f6,ABC Foodmart - Tribeca,9/7/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,63,29.35,3/1/2025
Ford Group,kristigonzalez@example.org,00ea154f-457b-43b6-8e21-73cbd48cf407,ABC Foodmart - DUMBO,6/12/2024,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,ml,85,56.97,12/6/2024
Ford Group,kristigonzalez@example.org,00ea154f-457b-43b6-8e21-73cbd48cf407,ABC Foodmart - DUMBO,6/12/2024,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,pieces,55,35.23,2/16/2025
Ford Group,kristigonzalez@example.org,00ea154f-457b-43b6-8e21-73cbd48cf407,ABC Foodmart - DUMBO,6/12/2024,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,kg,54,80.83,8/4/2024
Ford Group,kristigonzalez@example.org,00ea154f-457b-43b6-8e21-73cbd48cf407,ABC Foodmart - DUMBO,6/12/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,pieces,53,18.2,7/10/2024
Ford Group,kristigonzalez@example.org,00ea154f-457b-43b6-8e21-73cbd48cf407,ABC Foodmart - DUMBO,6/12/2024,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,ml,42,38.81,2/24/2025
"Lam, Rhodes and Thomas",garyjones@example.net,53552bba-b2bc-405c-bfd9-aa4175fab873,ABC Foodmart - Bay Ridge,9/6/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,ml,35,92.82,7/10/2025
"Lam, Rhodes and Thomas",garyjones@example.net,53552bba-b2bc-405c-bfd9-aa4175fab873,ABC Foodmart - Bay Ridge,9/6/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,kg,98,7.67,11/17/2024
"Lam, Rhodes and Thomas",garyjones@example.net,53552bba-b2bc-405c-bfd9-aa4175fab873,ABC Foodmart - Bay Ridge,9/6/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,kg,68,28.97,4/20/2025
"Lam, Rhodes and Thomas",garyjones@example.net,53552bba-b2bc-405c-bfd9-aa4175fab873,ABC Foodmart - Bay Ridge,9/6/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,kg,28,23.32,12/31/2024
"Lam, Rhodes and Thomas",garyjones@example.net,53552bba-b2bc-405c-bfd9-aa4175fab873,ABC Foodmart - Bay Ridge,9/6/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,26,72.56,10/25/2024
Lowery-Abbott,darrylwilliams@example.net,3c34f25e-1a61-437f-9c5b-ee813855903a,ABC Foodmart - Tribeca,3/31/2025,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,pieces,55,63.82,5/10/2025
Lowery-Abbott,darrylwilliams@example.net,3c34f25e-1a61-437f-9c5b-ee813855903a,ABC Foodmart - Tribeca,3/31/2025,Milk,"High-quality dairy item, Milk, sourced responsibly.",dairy,ml,45,83.68,11/18/2025
Lowery-Abbott,darrylwilliams@example.net,3c34f25e-1a61-437f-9c5b-ee813855903a,ABC Foodmart - Tribeca,3/31/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,ml,10,41.65,6/30/2025
Lowery-Abbott,darrylwilliams@example.net,3c34f25e-1a61-437f-9c5b-ee813855903a,ABC Foodmart - Tribeca,3/31/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,86,97.67,10/5/2025
Lowery-Abbott,darrylwilliams@example.net,3c34f25e-1a61-437f-9c5b-ee813855903a,ABC Foodmart - Tribeca,3/31/2025,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,ml,11,78.93,8/1/2025
"Jones, Dougherty and Jones",kmartin@example.com,600d6dea-c050-4436-a78e-e54392f3f3eb,ABC Foodmart - DUMBO,11/11/2024,Soda,"High-quality beverages item, Soda, sourced responsibly.",beverages,kg,72,30.49,1/20/2025
"Jones, Dougherty and Jones",kmartin@example.com,600d6dea-c050-4436-a78e-e54392f3f3eb,ABC Foodmart - DUMBO,11/11/2024,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,ml,60,33.46,1/23/2025
"Jones, Dougherty and Jones",kmartin@example.com,600d6dea-c050-4436-a78e-e54392f3f3eb,ABC Foodmart - DUMBO,11/11/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,84,8.07,4/20/2025
"Jones, Dougherty and Jones",kmartin@example.com,600d6dea-c050-4436-a78e-e54392f3f3eb,ABC Foodmart - DUMBO,11/11/2024,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,15,86.76,1/12/2025
"Jones, Dougherty and Jones",kmartin@example.com,600d6dea-c050-4436-a78e-e54392f3f3eb,ABC Foodmart - DUMBO,11/11/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,ml,99,43.8,2/12/2025
Blair-Chandler,racheljennings@example.org,49384fc7-291c-4aa1-8bd4-5c89db5abfc2,ABC Foodmart - Bay Ridge,3/18/2025,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,kg,22,48.71,1/9/2026
Blair-Chandler,racheljennings@example.org,49384fc7-291c-4aa1-8bd4-5c89db5abfc2,ABC Foodmart - Bay Ridge,3/18/2025,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,kg,77,32.33,10/19/2025
Blair-Chandler,racheljennings@example.org,49384fc7-291c-4aa1-8bd4-5c89db5abfc2,ABC Foodmart - Bay Ridge,3/18/2025,Tulips,"High-quality floral item, Tulips, sourced responsibly.",floral,kg,77,13.74,7/17/2025
Blair-Chandler,racheljennings@example.org,49384fc7-291c-4aa1-8bd4-5c89db5abfc2,ABC Foodmart - Bay Ridge,3/18/2025,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,pieces,69,21.07,4/26/2025
Blair-Chandler,racheljennings@example.org,49384fc7-291c-4aa1-8bd4-5c89db5abfc2,ABC Foodmart - Bay Ridge,3/18/2025,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,kg,31,93.82,4/21/2025
"Romero, Beard and Christensen",jmitchell@example.org,e3857286-228c-462e-8ce5-3cbd0ead2ff4,ABC Foodmart - Bay Ridge,10/5/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,98,62.53,8/25/2025
"Romero, Beard and Christensen",jmitchell@example.org,e3857286-228c-462e-8ce5-3cbd0ead2ff4,ABC Foodmart - Bay Ridge,10/5/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,kg,5,79.79,5/23/2025
"Romero, Beard and Christensen",jmitchell@example.org,e3857286-228c-462e-8ce5-3cbd0ead2ff4,ABC Foodmart - Bay Ridge,10/5/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,91,80.54,2/25/2025
"Romero, Beard and Christensen",jmitchell@example.org,e3857286-228c-462e-8ce5-3cbd0ead2ff4,ABC Foodmart - Bay Ridge,10/5/2024,Roses,"High-quality floral item, Roses, sourced responsibly.",floral,kg,89,36.24,10/28/2024
"Romero, Beard and Christensen",jmitchell@example.org,e3857286-228c-462e-8ce5-3cbd0ead2ff4,ABC Foodmart - Bay Ridge,10/5/2024,Ice Cream,"High-quality frozen foods item, Ice Cream, sourced responsibly.",frozen foods,kg,89,93.52,6/29/2025
"Romero, Beard and Christensen",jmitchell@example.org,959f96e1-b711-4fdd-ba01-6e672c48e9d8,ABC Foodmart - Whitestone,4/20/2024,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,kg,69,21.68,7/23/2024
"Romero, Beard and Christensen",jmitchell@example.org,959f96e1-b711-4fdd-ba01-6e672c48e9d8,ABC Foodmart - Whitestone,4/20/2024,Band-Aids,"High-quality pharmacy item, Band-Aids, sourced responsibly.",pharmacy,kg,92,63.87,9/5/2024
"Romero, Beard and Christensen",jmitchell@example.org,959f96e1-b711-4fdd-ba01-6e672c48e9d8,ABC Foodmart - Whitestone,4/20/2024,Apples,"High-quality fresh produce item, Apples, sourced responsibly.",fresh produce,ml,49,85.72,12/9/2024
"Romero, Beard and Christensen",jmitchell@example.org,959f96e1-b711-4fdd-ba01-6e672c48e9d8,ABC Foodmart - Whitestone,4/20/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,19,89.27,3/25/2025
"Romero, Beard and Christensen",jmitchell@example.org,959f96e1-b711-4fdd-ba01-6e672c48e9d8,ABC Foodmart - Whitestone,4/20/2024,Beef Steak,"High-quality meats item, Beef Steak, sourced responsibly.",meats,kg,65,56.37,6/9/2024
"Adams, Castillo and Taylor",ktodd@example.com,19a1f850-f5e3-4e64-a749-62617046c19d,ABC Foodmart - Staten Island,10/11/2024,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,ml,90,37.27,12/14/2024
"Adams, Castillo and Taylor",ktodd@example.com,19a1f850-f5e3-4e64-a749-62617046c19d,ABC Foodmart - Staten Island,10/11/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,72,82.68,2/12/2025
"Adams, Castillo and Taylor",ktodd@example.com,19a1f850-f5e3-4e64-a749-62617046c19d,ABC Foodmart - Staten Island,10/11/2024,Salmon Fillet,"High-quality seafood item, Salmon Fillet, sourced responsibly.",seafood,pieces,84,80.29,1/6/2025
"Adams, Castillo and Taylor",ktodd@example.com,19a1f850-f5e3-4e64-a749-62617046c19d,ABC Foodmart - Staten Island,10/11/2024,Rice,"High-quality dry goods item, Rice, sourced responsibly.",dry goods,pieces,12,3.16,3/15/2025
"Adams, Castillo and Taylor",ktodd@example.com,19a1f850-f5e3-4e64-a749-62617046c19d,ABC Foodmart - Staten Island,10/11/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,pieces,31,83.84,3/27/2025
Moore PLC,shermaneric@example.net,4ef70666-c9b0-40da-beb1-61db5e7903ff,ABC Foodmart - DUMBO,2/16/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,ml,14,22.37,6/19/2025
Moore PLC,shermaneric@example.net,4ef70666-c9b0-40da-beb1-61db5e7903ff,ABC Foodmart - DUMBO,2/16/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,pieces,16,70.22,6/28/2025
Moore PLC,shermaneric@example.net,4ef70666-c9b0-40da-beb1-61db5e7903ff,ABC Foodmart - DUMBO,2/16/2025,Lettuce,"High-quality fresh produce item, Lettuce, sourced responsibly.",fresh produce,kg,85,37.23,11/14/2025
Moore PLC,shermaneric@example.net,4ef70666-c9b0-40da-beb1-61db5e7903ff,ABC Foodmart - DUMBO,2/16/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,pieces,74,19.41,12/19/2025
Moore PLC,shermaneric@example.net,4ef70666-c9b0-40da-beb1-61db5e7903ff,ABC Foodmart - DUMBO,2/16/2025,Juice,"High-quality beverages item, Juice, sourced responsibly.",beverages,kg,85,4.97,7/18/2025
"Jackson, Webb and Garcia",lbanks@example.com,2b35960a-109a-4db7-a6c4-10c528469284,ABC Foodmart - Bay Ridge,1/10/2025,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,kg,49,38.76,8/16/2025
"Jackson, Webb and Garcia",lbanks@example.com,2b35960a-109a-4db7-a6c4-10c528469284,ABC Foodmart - Bay Ridge,1/10/2025,Aspirin,"High-quality pharmacy item, Aspirin, sourced responsibly.",pharmacy,ml,98,47.18,9/10/2025
"Jackson, Webb and Garcia",lbanks@example.com,2b35960a-109a-4db7-a6c4-10c528469284,ABC Foodmart - Bay Ridge,1/10/2025,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,ml,47,53.91,5/5/2025
"Jackson, Webb and Garcia",lbanks@example.com,2b35960a-109a-4db7-a6c4-10c528469284,ABC Foodmart - Bay Ridge,1/10/2025,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,ml,63,50.53,10/2/2025
"Jackson, Webb and Garcia",lbanks@example.com,2b35960a-109a-4db7-a6c4-10c528469284,ABC Foodmart - Bay Ridge,1/10/2025,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,kg,96,68.31,6/1/2025
Cox-Acosta,hbarton@example.org,de3b7d52-5c48-4ca0-a8f8-367b815c79c7,ABC Foodmart - Whitestone,10/21/2024,Carrots,"High-quality fresh produce item, Carrots, sourced responsibly.",fresh produce,kg,90,36.66,1/10/2025
Cox-Acosta,hbarton@example.org,de3b7d52-5c48-4ca0-a8f8-367b815c79c7,ABC Foodmart - Whitestone,10/21/2024,Pasta,"High-quality dry goods item, Pasta, sourced responsibly.",dry goods,ml,21,58.67,6/19/2025
Cox-Acosta,hbarton@example.org,de3b7d52-5c48-4ca0-a8f8-367b815c79c7,ABC Foodmart - Whitestone,10/21/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,kg,10,94.26,3/30/2025
Cox-Acosta,hbarton@example.org,de3b7d52-5c48-4ca0-a8f8-367b815c79c7,ABC Foodmart - Whitestone,10/21/2024,Yogurt,"High-quality dairy item, Yogurt, sourced responsibly.",dairy,kg,6,97.68,7/20/2025
Cox-Acosta,hbarton@example.org,de3b7d52-5c48-4ca0-a8f8-367b815c79c7,ABC Foodmart - Whitestone,10/21/2024,Water,"High-quality beverages item, Water, sourced responsibly.",beverages,ml,74,78.16,2/27/2025
Cox-Acosta,hbarton@example.org,36f94c0c-be0b-40a8-a1ba-66f93b5a3db8,ABC Foodmart - Tribeca,6/28/2024,Roast Beef,"High-quality deli item, Roast Beef, sourced responsibly.",deli,pieces,43,41.4,3/3/2025
Cox-Acosta,hbarton@example.org,36f94c0c-be0b-40a8-a1ba-66f93b5a3db8,ABC Foodmart - Tribeca,6/28/2024,Frozen Vegetables,"High-quality frozen foods item, Frozen Vegetables, sourced responsibly.",frozen foods,pieces,78,63.64,3/21/2025
Cox-Acosta,hbarton@example.org,36f94c0c-be0b-40a8-a1ba-66f93b5a3db8,ABC Foodmart - Tribeca,6/28/2024,Pork Loin,"High-quality meats item, Pork Loin, sourced responsibly.",meats,ml,81,60.51,12/11/2024
Cox-Acosta,hbarton@example.org,36f94c0c-be0b-40a8-a1ba-66f93b5a3db8,ABC Foodmart - Tribeca,6/28/2024,Shrimp,"High-quality seafood item, Shrimp, sourced responsibly.",seafood,pieces,33,2.34,9/7/2024
Cox-Acosta,hbarton@example.org,36f94c0c-be0b-40a8-a1ba-66f93b5a3db8,ABC Foodmart - Tribeca,6/28/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,pieces,71,80.6,6/27/2025
"Adams, Castillo and Taylor",ktodd@example.com,29bf8b39-058e-4a6b-9fc5-1de78d189f23,ABC Foodmart - Staten Island,5/11/2024,Turkey Breast,"High-quality deli item, Turkey Breast, sourced responsibly.",deli,pieces,45,17.4,2/14/2025
"Adams, Castillo and Taylor",ktodd@example.com,29bf8b39-058e-4a6b-9fc5-1de78d189f23,ABC Foodmart - Staten Island,5/11/2024,Frozen Pizza,"High-quality frozen foods item, Frozen Pizza, sourced responsibly.",frozen foods,kg,26,54.42,11/22/2024
"Adams, Castillo and Taylor",ktodd@example.com,29bf8b39-058e-4a6b-9fc5-1de78d189f23,ABC Foodmart - Staten Island,5/11/2024,Cheese,"High-quality dairy item, Cheese, sourced responsibly.",dairy,ml,29,24.72,11/12/2024
"Adams, Castillo and Taylor",ktodd@example.com,29bf8b39-058e-4a6b-9fc5-1de78d189f23,ABC Foodmart - Staten Island,5/11/2024,Ham,"High-quality deli item, Ham, sourced responsibly.",deli,ml,39,2.44,11/2/2024
"Adams, Castillo and Taylor",ktodd@example.com,29bf8b39-058e-4a6b-9fc5-1de78d189f23,ABC Foodmart - Staten Island,5/11/2024,Chicken Breast,"High-quality meats item, Chicken Breast, sourced responsibly.",meats,pieces,73,42.92,5/30/2024
Leonard Inc,perkinsalexander@example.org,38613c2a-6976-4903-b471-b25f724576cb,ABC Foodmart - Whitestone,1/1/2025,Bagel,"High-quality bakery item, Bagel, sourced responsibly.",bakery,pieces,6,48.73,7/17/2025
Leonard Inc,perkinsalexander@example.org,38613c2a-6976-4903-b471-b25f724576cb,ABC Foodmart - Whitestone,1/1/2025,Bread,"High-quality bakery item, Bread, sourced responsibly.",bakery,pieces,86,13.31,2/18/2025
Leonard Inc,perkinsalexander@example.org,38613c2a-6976-4903-b471-b25f724576cb,ABC Foodmart - Whitestone,1/1/2025,Beans,"High-quality dry goods item, Beans, sourced responsibly.",dry goods,kg,19,73.08,3/12/2025
